vendor_code,vendor_name
wm8o,phyllo iftar bazar
m9ay,hla ching's kitchen
q70e,spice valley
lp5h,nazma's kitchen
kwtc,mirha's kitchen
llqi,kitchen expert
euj8,mayer doa biryani house
jxdv,dalia's kitchen
xdul,ginger cafe & restaurant
p4v1,bismillah candy
mq08,black fruits box
vevs,shatmizel hebang
p7b4,shakshuka - pure arabian mataam
lb4x,sadib's kitchen
bpoe,kaffeination
hvma,golam hotel
d7mz,ua sha pitha house
wix8,bengal slice iftar bazar
kn6b,da foods chattogram
l333,fusion cafe & juice bar - chawkbazar
p80y,sayera kacchi ghor & grill house
rybc,hotel bay marina & restaurant
rze0,mayer doa shah amanat biryani house - kotowali
n5ea,sayem's juice bar
jl23,pizza x
xa6q,dingi restaurant & bbq
nm1z,food fusion
mh4d,royal food
tsky,pizza daddy
r06r,new jhal bitan
k8ke,fk shirin food service
q8ew,ikra hotel & restaurant
gblb,acm turf & cafe
dkdy,salt & sugar
j9kz,hasan's kitchen
b68c,rusee kitchen
d9tq,juli's kitchen
jo1e,meal master
yywn,fattah's food
n19y,flame express
i52e,apon bari restora & mezbani -
xk88,sea arabian
br6w,tok jhal mishti food
kk1n,burger now - unit 2
sguy,puro x dashing
sksw,smoke n grill
gmlh,fantasy burger
tdjl,g food
yu9d,le bistro by hungry spoon
d2ry,fuchka khadok
q2xu,maritime museum cafe & gift shop
uflm,momo's king
stvh,savoury
oxpe,nori
g97o,treat bar
gojy,uncle chotpoti & fuchka house - nazirpul
hp0h,b. baria hotel & restaurant
r81n,faruqia bakery & sweets
ak8o,patil restaurant
ja7a,kacchi junction
hepw,fry guys
hwys,haji biryani house - chawkbazar(kacha bazar mor)
fbmi,taste hunter restaurant
gyz1,mawlana hotel & restaurant
gg8o,mawlana biryani & foods
r2dy,fusion cafe & juice bar - chawkbazar
rpx8,nagar cafe
pe45,nur’s cake & pastry
nztv,tastease
e1us,khushbu
lon1,nuru hotel
h7l5,fusion cafe & juice bar - khulshi
t71l,oree khanaa
g37q,raiyan bhaat ghor & jhal bitan
ojk1,jannat kitchen - fast food & biryani house
mnl0,al-arafat food
oedy,haji biryani house
ofma,gapush gupush - unit 2
jdno,biryani wala
dbmj,formosa qq tea -
rn6n,fishebella - gec
p9eh,food kingdom
jzb8,jahan kitchen - textile gate
y149,bhuku bari
gm2t,cafe city extra
hnbc,jashim biryani house & jhal bitan
gmz3,kacchis bhai - new market
fspq,roshni biryani house
eot8,home made foods & bakery
xbgj,chattola maloncho - agrabad
n4rg,sweets hunger - dessert & bakery
czkd,lamia sathi fuchka & jhalmuri house
rrh2,bela seshe
h8il,tomyam
nbxs,alvira's kacchi darbar
wcy0,pizzaliano
bfj5,mejjainna bari
dq60,ghorua biryani house
gc4q,rowshan foods
cg4o,me so hungry
feu9,hossain's biryani house & restaurant
esgb,easy maloncho & biryani house
firi,authentic chuijhal restaurant
ypcb,ground hill pizza -chawkbazar
u81e,raiyan food valley
e864,kimchi house
dw09,the chef's bowl
tjtl,bismillah food stall
q7o3,golgappa
bat8,fries
txst,gop shop restaurant
dj7i,mahmudiya hotel - chawkbazar
fdx0,ground hill pizza
ans5,adelyn
l7uo,max food
zxdu,q-bistro
qezi,girl's cafe
bij9,nahar kacchi ghor
ef63,nahar biryani house
ud0h,excelente - multi cuisine restaurant
zxzp,wabi sabi
oqq2,sufi biryani house
clsl,cookout restaurant & cafe
z86o,taazaj
ftia,sultan e kacchi
gklb,the gumbeya food center
isxq,hotel zaman & biryani house - rifle club
a6ku,meal call
p1rx,hazi biriyani house
otux,kacchi baaz
b3o5,the hideout lounge
xgpq,club grille
jcz5,eatery
k4r6,rownak's kitchen
drec,chandgaon kitchen
jkdx,godhuli bela restaurant
ytoi,hotel zaman & restaurant - alangkar
cez3,beautiful super food & sweets
yjq9,ghorua bhojon
rays,bombaiwala fuchka - gec maloncho
s1r2,kacchi dine
ezy9,delhi kabab & grill -
tq3u,mamunare! chitainga hana cholibune
p96f,fusion eats
k98f,la aristocracy
fp32,gapush gupush
seoy,halim mama
ygqp,burgerita
vims,fry avenue
x8en,eat & treat
irs0,poushee restaurant - jhaotola
we61,burger avenue
hve4,mamu'r juice bar
p4s9,darul kabab
zds9,valobashar baksho
azin,subero
ir6z,mamunare! nola-akhni cholibune
feqq,burgerita
amhj,kacchi dine
yffp,burgwich town - jamalkhan
ceo3,signature club
vadh,the flour bloom
ms50,crush cafe
rb5s,subero
ltrl,poushee restaurant - jhaotola
va59,haji biryani house - chawkbazar
a7xc,dal bhat
wine,mezzan haile aaiun -
faob,la aristocracy
rlub,haji biryani house
tbfv,kutumbari restora
k9pu,kacchi express
yfeo,hk food
pu0i,gec palace hotel & restaurant
f6po,chill out restaurant & cafe - finlay square
bp0t,gani bakery
ccsr,cox food & biryani house
w5q5,ajwa restaurant
nsnw,red snapper
k4v8,comilla matri bhandar
pfd2,tasty treat -
lljh,tasty treat -
zy01,tasty treat -
nyvj,tasty treat -
gtpa,tasty treat -
jow1,tasty treat -
fp82,tasty treat -
uble,tasty treat -
kafw,tasty treat -
l1kk,tasty treat -
dbse,tasty treat -
u66k,tasty treat -
spm9,tasty treat -
v041,tasty treat -
kjt7,tasty treat -
j0x0,tasty treat -
d30b,tasty treat -
b5t7,tasty treat -
b6lr,tasty treat -
n303,tasty treat -
w9ws,tasty treat -
xe05,hasina food corner
shlq,jalal jhal bitan & bhaat ghor
uufz,member hotel - oxygen
buej,sadher tong
nb55,humayun jhal bitan
ck3v,third home cafe & bistro - bali arcade
lcmz,the pizza co.
jqyh,ladhidh - khulshi
un07,hotel al mostafa - nazirpul
ofvv,gop shop restaurant
d013,recipe food
sn7v,bay food
pe06,lake view fresh food
gomx,pizza valley
xvpr,wasee's kitchen
c9s7,mayer doa chotpoti & fuchka house
af6r,hotel new zaman & biryani house - new market
d5nj,sadia's kitchen - jamalkhan
pmle,khabar ghor
m46m,bismillah cooling corner
fzgs,boishakhi restora
ehp0,posto
jyls,halda bd
mpsw,kutub restora
w5cf,rozi hotel & biryani house
a0vi,sagorika hotel
xk17,bhai bhai hotel & biryani house - public mor
wbh7,pitha cira
umvu,dawat corner
a8ex,ikra food & restaurant
yl2e,kashmiri kitchen & restaurant
b4mg,monera's kitchen & frozen food
e8dp,cafe food station
tnep,jannat foods
iqmg,shah amanat biryani house
uqa5,hotel zaman exclusive & biryani house
mn56,kb orchid cooling corner
w6e7,cafe 29 restaurant
kcmj,the sky lounge & restaurant
nbps,rnh dream kitchen
eg1y,ovenzza
mlbr,zarah's food shop
b4r6,rohim fuchka house
h585,mama-vagne fuchka house
on6a,arman food corner
m4b8,cheeky buns
xu7p,khaja jhal bitan
l8fr,bismillah jhal bitan - public mor
jrzc,kacchi samrat - agrabad
sokr,home made biryani house & jhal bitan
ftgg,fuchka factory
wy99,ahmed eats
qhko,haji kacchi wala
n8qr,pasha's kitchen
cem5,noor's bake
yelv,jahan kitchen
vfxl,new jhalak hotel
od1d,bondhu chotpoti & fuchka
g31s,alom jhal bitan
novv,bhai bhai hotel & jhal bitan - bayazid
th5b,delhi kitchen
eob3,ghoroa bhaat ghor
gkjg,jomidar bari
u0t8,bangaliana
r62f,silver spoon
xg60,food avenue - chawkbazar
o4m4,excelente restaurant
uzvx,riduan labang - love lane
egq0,wakia fuchka house
qa60,noor catering
egzv,chef's house
nbbx,rajbari restora
rejc,silver spoon
iu1s,aponjon doi - chira & sweets
p9xn,bombay fuchka
m1u0,fire spot - bali arcade
z0zs,dinar food corner
xyhw,otithi restaurant
b9tj,happy time restaurant
fn9z,bhaggo lokkhi jhal bitan
leua,fresh from shantona's kitchen
ahqa,food bank
vw0i,darul kabab iftar bazar
h6kl,hazrat shah mohsen aulia bhaat ghor
z6y8,peyari tehari iftar bazar
oxrz,jamal jhal bitan
w31e,cafe milano
ztr4,family recipe
c510,bismillah biryani house
zbri,ahanaf's kitchen
xehz,kakra express
gjo6,taher jhal bitan
fqb5,luchi ghor - main branch
qdpj,kacchi samrat - gec
s4i7,chilli hut
kqdr,panipuri - fuchka by spicy kitchen
j612,hyderabad biryani & snacks
jv65,afghan restaurant
yv75,shorisha bari
sxex,yusuf jhal bitan
xs28,janata hotel & biryani house
awys,hossan jhal bitan -
upuk,bismillah fuchka house
xpj4,gec maloncho
azk3,delicious food & burger house
kuyc,fusion cafe & juice bar - khulshi
v1dv,dhakaiya khetapuri & tikka house
ylaq,mayer doa chotpoti & fuchka house
uo97,anwar food
x9ql,sumon jhal bitan & fuchka house
dvhp,kacchi dine
c7b8,quality food village
li05,pizzaart
z7q8,taste hunter
jgc4,white rabbit
zsoj,taste & best (bangla-indian)
j4yl,adda inn cafe & restaurant
iasp,j & f kitchen -
pbht,nobin fast food & biryani house
w1z2,desart & bakery
vg2w,kashmiri dhaba
o3sc,thrive - bali arcade
toq0,taste & best (thai-chinese)
ik2y,catering & restaurant
nutw,creme n crepe
w31n,kiki food
kpp5,mama haleem & bot bhaja
tkti,sonya's kitchen
jhp2,the pizza co.
qmyv,friolento restaurant & cafe
gdti,biryani factory
zdno,dhaka biryani house - bayazid
z6of,excelente restaurant
ujxw,sabrina's kitchen
j7l0,badshah biryani
a437,pink garlic
xe1w,jalalabad fuchka & biryani house
s7d0,hotel zaman & biryani house - agrabad
jen5,arif's bengali cuisine
ncs5,the grand taste restaurant
wd9w,babu jhal bitan
w257,bismillah hotel & biryani house
buir,saira food
rkq8,ladhidh
rsu6,tawrat biryani house
ud4u,oiii babu khaiso?
pvib,deshio khabar
gwfv,bone china - bali arcade
gqsh,town chicken
rgiu,biryani house
ohv1,rahman's dairy - monsurabad
ckvr,sanjeeda's kitchen
qfew,honey max
yf2k,salad lover's -
phix,amjonota'r biryani
iziz,comilla kitchen
tk6p,ovenzza -
fdee,al-arafat food
kdxu,sadia jhal bitan
hykz,gharana restora
p1en,amar khabar
voej,mann o salwa
n9h4,singarawala & juice bar
f8uo,chicken spot
zvj7,tamanna food
ssko,giriful
m9fg,dhakaiya juice bar - khagrachari
gfoy,shamim-liza biryani house
c59k,tarum community center & restaurant
ts7z,france juice
z6yg,nilgiri juice corner
h8o7,deshi dine
m4wv,hotel super star biryani house & restaurant - marma bazar
rxgj,pego ba restaurant
thp7,piriti restaurant
efrj,take taste
k6ao,home cuisine bandarban
dilt,liyana's home kitchen
d3hx,bindu’s kitchen
ldr2,origin fast food & restaurant - jamtola
l0a9,spicy food corner
m20t,roshmela
sbbo,daruchini kitchen
l884,dhaka fuchka & chotpoti house - khagrachari
mci8,khagrachari biryani house
umie,dada boudi catering
qso4,joy gopal cooling corner
hzez,alif food corner & pan bitan
ava4,open kitchen
o7y3,fnf restaurant & convention center
n9jl,hotel a amirabad & biryani house
ea79,fauzia's kitchen
mqxt,milon jhal bitan & biryani house
cktm,amader biryani
tugx,randhon rani
dvg8,khaja jhal bitan - khagrachari
dy3e,chopstick restaurant
yf84,naim cooling corner
z11s,anytime kitchen
x3ci,hotel bhaat ghor & biryani house
dp0o,lokkhi narayan cooling corner
gbwx,nabab biryani house
r0ag,husam's restaurant
j7rj,mama biryani & chicken house
tniz,home made tasty kitchen
px5b,chili fast food & chinese
l489,suma’s kitchen
uf57,hollywood fast food
a3et,rosemary
cjhe,chinabon fast food and mini chinese
wtkv,bismillah hotel and restaurant
qqtf,allahor dan fuchka and chotpoti house
ien1,obem food
j9ej,new ruchita hotel
ae3s,narail fuchka house
cvv8,jononi chotpoti and fuchka
tqa7,shajia hotel
nyg4,dhaka fast food & biryani house
qcz5,cafe bondhon hotel
z0zi,squirrel's foods zone
wysr,high life bakery & food product
m609,nababi bangla restaurant
lw8i,marvelous
ytqn,easy food catering
jwfy,adiba food & sweets
puoy,high life italian pizza
cf3m,high life bakery
x08j,bismillah world
oohr,hotel green garden
x0r6,al-akbar tehari ghar
cb6x,high life restaurant
splt,mayer doya chotpoti haleem
bl7b,afc
quae,lucky restaurant
gqao,jolsiri restora and chinese
ex4e,diamond's kitchen
p4aa,billal hotel
cvzc,food brizz
upi8,vandari food vandar
nlz2,shokal shondha hotel & restaurant
wjzj,nurani hotel & kabab ghor (bangla)
u61v,sadia fast food & confectionery
j56y,nur-e-madina restaurant
wa6l,rubel roni kabab ghor
fji2,mama special haleem and chotpoti house
mo2y,bismillah kacchi biriyani & kabab ghor
pqdm,maa saleha fast food
zrsi,nahar chotpoti
x154,mitu’s kitchen
klp9,sera food
j5li,shihab hotel
sf2f,momin muslim biryani house
hpms,kcfc
zkfh,city coffee house
zra7,kitchen
pd34,bismillah shahi morog polao
j5la,dijaj restaurant
tgmn,pizza house
ojkv,cirkut food corner
ak17,vai vai burger
zypw,p & c bakery
zfqs,hanzala hotel & restaurant
qkh2,masterchef nababi
mrav,best food provider
pzra,cake - back
pofw,cafe corner
bx18,royal food palace
ag57,nurani hotel & kabab ghor (chinese)
ns2p,grand food park restaurant & party center
be0b,star hotel
nozr,hungry hub - chain
e71n,muslima biryani house
ofzg,hazi azad biryani house
gw4e,wait & see - chain
cxvb,soptoshika
yoyt,cafe
a2e3,the magnolia restaurant
ips9,modhubon cafe
ttoa,chicken hut
g8gz,star burger- rikabibazar
pcjt,aruni kitchen
tf2f,burger's corner
w22i,mithai -
nlqj,mithai -
bwlm,mithai -
jw1a,tanvir kitchen world
o8t2,tawaa
axda,sher e bangla restora
su0o,maya fuchka and coffee house
dndv,urmi's food gallery
emfy,saffron chinese restaurant
jzvx,tanjina restaurant
irf2,original tamanna chotpoti -
pddy,khichuri ghor
ryi1,food point
cfm1,food park -
kdxb,home made food
zjux,manna's kitchen
tvh1,umar street foods
ztn6,amontron snackbar
pxmt,anik fast food
cbhh,hatraz home kitchen
qryw,khaja gorom chotpoti
cibq,happy's kitchen
je5y,snigda's kitchen
r21h,teafee house & fastfood
wfqp,afroza kitchen
gef7,chowdhury's kitchen
wkmy,sharmin fuchka
em0h,yadein iftar & sehri box
paju,gharua khabar
up79,sadia fuchka & chotpoti
otmb,lunch dinner & snacks box
gcgc,fuchka ghor
x1vp,jony's deli house
ounh,chotpoti and fuchka
nif3,original tamanna chotpoti and fuchka
huav,coz- zindabazar
uukt,noyon tara
hywy,tikkas
nuwr,summa home kitchen
kclr,try for best food
s9b1,doi chira- hawapara
qpkz,pachforon
vg8b,eatable
povk,the bite cave
o390,seazaa
u83o,sadia's kitchen
k0mh,spicy dragon
ohz7,family kitchen
rvt5,shampa's kitchen
ir67,burger & bulls - kumarpara
iylj,mamarbari express
wfvf,mehjabien home kitchen
isvl,pitha ghor
iui7,zibas kitchen
xgbe,royal queen kitchen
oyzq,bazzar
myjo,three brothers food garden
apqx,modina chotpoti and fuchka
zva1,deshi khabar ghor
t933,momi's kitchen
naf7,coz - zindabazar
if2w,chowdhury food hub
umpx,pizza pasta
inld,wasi and wafi homemade
d8hu,arham home kitchen
j28s,wfc
fv1s,petuk bari restaurant
plv2,kurry kingdom
xd27,pitha ghor
zws9,cafe 320
u95h,burger wala - kumarpara
vc1a,fry food
pger,swapno food
hw0c,burger boss - kumarpara
uilx,mahit home kitchen
rz41,ondrila home kitchen
isoa,pizza way
hlms,einats cafe and fast food
gp7c,joyoti home kitchen
jsrj,cox bazar biryani
mbb8,american food
ad8q,snacks today
vulw,food hut -
xz75,tasnim kitchen
xsab,alishan pizza
kdp6,modina chotpoti and fuchka
rw2z,jannat restaurant
m2ow,food circle
mqtf,home touch
gb5k,bbq & fast food corner
a8xn,momos & more
apkt,mithila's kitchen
wst7,ghorer ranna biryani house
y5zz,shwapno kitchen
hot5,akhni and biryani house
zwum,food 4 u
rma6,hungry cave
ge2s,zaara home kitchen
uq3e,the appetit
jqfd,alif restaurant
dxpz,allah'r dan biryani house
w5j1,sfc- y food chicken
ltmg,well taste
xpn2,maisha restaurant
rz5c,y fuchka and fast food
p3w9,24/7 kitchen online
zo1l,spicy hut
dp87,cafe 3100
i3gm,fry one
z6io,food mart
y0zu,paker ghor
gbn6,nobanno pitha ghor
x0du,parizat home kitchen
qzfz,pizza's bari
ahh7,y food bank
au39,vojon shoily
e3kd,homemade tandoori takeaway
x54v,saffron fast food and restaurant
t17r,pakshee restaurant
gjhp,pizza way
vaud,ambrosia family dine
hoat,burger side
y7fu,panshi restaurant
q46l,mezban bari
c5rz,metro
nh8h,palki restaurant
i4g3,panshi inn
jnmi,uthan restaurant
m8z4,wood fired
c7v1,panshi restaurant
ahle,food temptation - kumarpara
jxv4,mithai - dhaka
nc3v,mithai -
bn78,mithai - dhaka
zm4j,q - bistro - baluchor
tkd8,president food corner
d6tw,q - bistro - baluchor
oiwr,pizzalab
k51b,q - bistro - baluchor
l38w,q - bistro - baluchor
okgf,what the fuchka
wt3t,q - bistro - baluchor
hxs4,kashmiri biryani and kacchi house
teuy,kashmiri biryani and kacchi house
le4b,mc kitchen
bf2q,haji biryani
qs28,sky dine
royv,tasty bite
yu1m,the flame steak house
wh32,bhorta bazar
joxl,tuhin pitha ghor
ea0n,momin khabar mas
dwpm,rondhon shoili -
wpkc,bondhu fastfood and egg roll
mt1g,city food b.b.q
fo1a,eat & taste restaurant
sidf,topon chotpoti & fuska
xzvy,hadi's iftar and sehri house
ki79,himur vojon bilash
di60,otithi restaurant
dipe,bihari kacchi
tabi,fuchka zone
yl8i,the ash cafe
syp6,anam restora
o751,modina chotpoti and fuchka
fuqs,sdt food
wpvh,all that nahida cooks
mrzz,exit juice coffee ice cream
y5ks,mix delight
mu2o,food hot
ytcu,chacha- batija chotpoti and fuchka
yfu0,cafe devil
evrd,sumona kitchen
pfll,ma restaurant -
akeo,chicken hut
ls5p,dewan bari bhojon bilash
ud20,dulal chotpoti house
ejry,topu homemade kitchen
aj2v,one stop snacks
wflw,exit
fmdl,arabiyana
dr6c,king hut chotpoti and fuchka
r8sz,petuk bari chinese
p3z4,chicken hut - tilagor
i5jy,jannat kitchen home
wo3y,smart home kitchen
d67i,ayesha chotpoti and fuchka
mij5,rabia's kitchen
r10t,rabbi kitchen
zwuv,hot & fresh real test of food
d1e6,burger express
gux8,nirob home made
bwga,b & c
cawy,cine vibe restaurant
qmh7,fresh food kitchen
azko,emon biryani house
kopr,i khanapina
hnhi,taste hub - iftar bazar
xfd8,home made iftari house
ivrf,mamun sahi chotpoti & fuchka
rw45,mariyam's cafe
bpua,family foods
gamy,ma chotpoti & fuchka
k988,mad bull - iftar bazar
a1ha,bangaliyana
wdsi,home made biryani house
c2hv,shah food corner
axzj,sabia's kitchen
tdgv,mama bikkato halim
a1ss,tasty food zone
k6t9,fuchka & burger's corner
yj21,the appetit
cb35,hello foodies- walkway
wczh,rk home made
rzol,maish kitchen
g7zo,nirapad khaddyo
rhd9,rongdhonu food castle- baluchor
ghs4,mr. kacchi ghor
j0o4,mango
rflh,taste hub
prxc,foyez snacks- 2
kqk6,naju's kitchen
w2xa,burger zone- walkway
hajp,rizik restaurant
szic,afrujas kitchen
pb5s,swopnos kitchen
zgg4,merin home kitchen
pj0s,radhuni restaurant
ls96,riri food house
tmrd,allahar dan biryani house -modina market
qs81,food house
dzs7,al falak home delivery
ruib,little bites restaurant iftar bazar
a9i3,hot plate
pkw6,bismillah tasty haleem
w694,anhars eateries
z4e3,hajera's kitchen
hwci,aysha snacks bar and juice corner
nt6f,cake's corner
lasd,surma chotpoti and fuchka
hbyb,burger house
w4g8,sadia home kitchen
xcso,radhuni home made catering house
k7no,walkway kitchen
n7tv,street dine
ve9o,taslima kitchen
dtv3,suflon meal
q1g5,allah'r dan biryani house
kx00,moni restaurant - iftar bazar
dwre,pp food express
ej28,farhana home food
uvpw,food hut
ga8x,home made khaddoghor
tkhg,fuchka bari
zap2,mr. kacchi ghor
tcs6,sheju’s kitchen
jhh8,metro catering house iftar bazar
b9ww,tahmid quisine
ml0z,chef's table - iftar bazar
rk0o,maryam food express
ba8g,five sisters- jallarpar
vnyw,farhan kitchen
o8r6,mithai -
jkjg,yummy hut restaurant
k9zh,shorboth bhai - kumarpara
ty36,ice bank - kazi asparagus
yyy0,wish restaurant
dqwe,sulthana's kitchen
jwdq,q - bistro - uposhohor
pn5y,rajbari restaurant
pb3p,try me for best food
du50,spicy chotpoti and fuchka
jzdu,tung & tummy
txu4,cooking corner
cknr,falah meals
zg7f,farhanar rannaghor
mqut,food hub
qy5w,shoily's kitchen
aw69,mughal dine kabab and curry house
cea2,rose view hotel
ft3n,aysha's kitchen
z1hs,king hut chotpoti & fuchka - rikabibazar
d27x,time for fuchka
yjno,momos house
fr49,mouchak chotpoti & fuchka
zgb9,master platter
d30l,village cafeteria
aqmh,sitara bakery
q7k4,apurba chotpoti and fuchka
hame,food corner
qioj,mamarbari
kfbv,my food court
rkb8,nishat home kitchen
drso,the rich table
ux9r,pizza garage
ereq,extension caff
tsc0,food land
zlki,sizzle restaurant
w4bg,bay's diner
qcp2,special fried rice and fast food
qmd4,mayer dowa restaurant
xvvr,burger king
a1mo,rowshon ali shahi chotpoti and fuchka house
xzgn,roman raihan chotpoti & fuchka
sfc1,pizza digger
v2tg,snigda's kitchen
pmju,mathel
f62m,president food corner
c2p2,pizza rio
uy82,jolshaghor
kloz,mayer dowa ansar vdp canteen
pgkz,farhana fuchka & snacks
zj96,aysha snackbar & juice corner
v9j3,the hot van
w3zv,eight eleven
d4gi,bhai bhai chotpoti fuchka
ieqs,food express
x051,bondhu shahi chotpoti and fuchka
okep,abdullah sahi chotpoti and fuchka house
pekl,the potter
htil,fuchka ghor and chotpoti
tfnm,king hut chotpoti & fuchka - sheikhghat
b666,dui vai restaurant
ezyu,tasty fast food
xcyo,fuchka wala
un4a,mursheda's cuisine
rkss,asha's kitchen
zz4w,rimsha's kitchen
l7kq,brothers kitchen
ghxq,chef master
buj6,burger king and cafeteria
tj6y,star cafe
e6xm,pizza's bari
o8mk,fuchka king -walkway
sldc,sylhety chaap and biryani house
op05,kasturi biryani house
ewya,burger and snacks
mglw,twist potato
hc0g,food hut
yi34,friends home kitchen
es8g,queen
emyn,mama bhagina chotpoti and fuchka
i0wx,emads kitchen
ynu2,gram bangla restaurant
jupn,fahim fast food
voon,amena home kitchen
ca2c,niha's kitchen
l45l,prime fast food
iyqo,rahman homemade
jahs,the spicy kitchen
mupa,hashi kitchen
jrwj,foodbaaz
swg6,moni home kitchen
vzgd,ishmam homemade kitchen
qfxm,z & z food cart
huon,sujon shahi chotpoti & fuchka
ectb,burger box
gyde,urmi home kitchen
ww2w,comillar bikkhato haleem
e88m,vai vai halim
wtnd,jannat kitchen
wsxf,suhel kitchen
r8yc,nurani biryani kitchen
k17i,topu kitchen
qskv,delhi darbar
poqd,shorboth bhai- nayasarak
omh7,rock star burger
wpuj,mahadi tasty of chicken cafe
wwaq,president restaurant
xi3b,mouroshi restaurant
cekr,time for fuchka
wef1,maya fuchka
ih2c,flame on
in78,mahadi tasty of chicken cafe
hdq3,feed treat
rxqd,new raju restaurant and biriyani house
iqur,sea food club
hbq2,duudhwala
zw76,duudhwala
xi79,royal chef restaurant & party center
zmdm,pizza.mail
hbgq,fuchka paradise
npx8,handsome burger
byj0,baburchi restaurant
xmkc,pizza hub
favb,tasty treat - metro
g8qb,cine vibe restaurant
bgm8,holy inn
ch5z,yummy food
nygc,q bistro -sust gate
tjup,fuchka ghor -
n0vd,habib restaurant
eyso,chicken hut
r20u,marjan chotpoti & fuchka
r2p6,busy dine
i7s1,hotel al amin
lvdw,t&t baker fry
y3k0,akhi kitchen
q0xj,chondrobhan foods corner
trjp,bismillah biryani house
k3sa,luncheon restaurant & party centre
x2bb,epz dine restaurant
x3mb,new bhai bhai hotel
dknl,shanayra food house
d2e3,hajir biryani
whfm,burger shop
k9fv,assol bazar (home kitchen)
lm39,bangla restaurant
y8dw,shemol chaya restaurant
hpwp,al arafah fast food
w8fs,poriya's kitchen
d4cc,sonar bangla digital lassi
wv6u,ideal bhaat ghor
epn3,rose kitchen
n3jg,mezbani hotel & restaurant
n0vh,foodpapa
k5uf,bismillah biryani - comilla
h3gx,i.k. coffee house
z0or,shahi juice corner & pitha shop
maut,nobabi chaap
ps9y,salahuddin hotel & restaurant
l9gj,zoellah
j1nc,anwar haleem house
vrbv,patil restaurant & biryani house
o9pz,kabab garden
w0qc,rozy kitchen
c5wt,home made frozen food
npil,cafe capsicum
cn73,rayhan chotpoti house
ena2,giasuddin halim
pcw0,emoner tripti chotpoti
i1iz,green bakery fast food & sweets
lr91,dighir chaap
m4lg,hotel ma ayesha siddika
fm27,aayat fresh food
c2qh,al amin food corner
h7zh,mistir mela
jfzm,ghoroa hotel and restaurant
q6xb,subhan-allah chaap ghor
w0ln,madina juice bar
tru5,ahlan wasahhlan restaurant
k9za,new chotpoti fuchka house
c755,khaza nesariya hotel & restaurant
eu6x,71 essence sweets & bakers
o7j1,mayer dowa hotel - comilla
w0or,delicious bakery(relish)
x2kh,haji biryani 02 - comilla
ka83,sowad restaurant
r00p,prottoy biryani & restaurant 0.3
n2md,aman bakery - branch-1
wbpq,rahul kitchen
jhbp,mezban haile aiyun
m8if,matribhumi dairy foods ltd.
y5pc,m coffee house
h8vj,food maker's
g58l,nobab biryani house
dw71,lucky bun
i1sx,food express
hewb,s.k restaurant
efqk,spicy platter
z2ss,tasty dots 2.0
xdic,bin taz fast food
w0bc,adiba food (bakery)
lhus,biriyani station
c9xj,aman bakery - 2
kf4g,nobanno hotel & restaurant
w1ii,chap masthi
ywde,chap bazar
k8sd,goriber chanachur
f2fc,chap bazar
d2ii,tasty dots
xxgr,food station
i1pf,waeejah's kitchen
h2tv,a n chap ghor
gu5u,al khayer hotel
v3eh,vip burger
h4eh,wow momos & seafood gallery
g5uw,comillar sushadu chotpoti
hys7,let's eat home kitchen
af66,mk bakery house
g9fl,ma babar restaurant
c3tf,tani's kitchen
r7rq,tomaiu's food camp
v6ts,madina chotpoti and fuchka
zkai,rifa mushroom hotel
e7fh,nurjahan chaap ghor
f6es,rainbow fuchka & chotpoti
sf8d,hungry bird chotpoti & fuchka
b2rz,bismillah chicken fry house
q4ke,yummy restaurant & party centre
hne4,food paradise
qrva,salahuddin sweets & snacks
jqam,shohardha hospital canteen
uvf4,hotel handi patil & biryani house
zfc8,spicer 2.0
g8pv,thunko home kitchen
feia,tasty khabar ghor
xxdf,spice lover's
gjen,chap hub
qxvz,bismillah chotpoti & fuchka - comilla
g6l5,food point
v5gd,kamal chotpoti
l6x4,chillox - comilla
scer,foody mood
o0cs,hari bhanga chap house
k8ua,kamal chotpoti and fuchka
l0ff,hotel shoikot
mj9h,tfc fried chicken
g3xl,mama halim ghor
q7xv,bismillah biryani house - comilla
g6gy,cafe bangaliana
gnsy,bismillah food cart
eqwp,hotel rojonigondha
vpjd,asian garden restaurant
k8ax,bhoj paradise (home kitchen)
dyud,tasty pastry
g7ss,the burger bari
lgzu,bachelor cafe
bjr0,nahid fuchka house
oq31,street 101
c6pn,chill park
z1jd,khaled fuchka & haleem
j4xg,ayesha's world-
w7fg,burger mania
ujll,dazz light
z2ar,rajshahi kalai ruti
df65,shuvo fuchka house
i9gg,nachos king
a2tf,hao mao khao
z9e1,new varieties fast food
xano,invite
qeyj,mezbaan
ffif,kuwait fast food
f7gs,sadia's kitchen
x0td,pizza express -
k1oo,tasty treat -
d3pa,cheeseology
d7ia,cloud food kitchen
shil,star chef chinese restaurant
j5ip,dessert club
faud,sagor kitchen
y3be,cake & bake
ew4j,abar khabo
hv28,sonali kitchen
mm5d,uzzal doi vandar -
vom9,cake for you
m3dr,roshni house kitchen
w6yg,neel poddo restaurant
bh3y,hello food
fxdt,mama sandwich
gcfz,maher's kitchen
v36c,sfc - ishwardi
b8dq,teasty hub
lwwb,hoi choi food corner
edbg,jom jom bakery
r3en,islampur biriyani house
wbbf,tripti hotel & restaurant
mj6e,haque mini chinese
il4l,astha food corner chinese & biryani house
m9h8,usha's kitchen
vf61,zarin's dine
