vendor_code,vendor_name
mhq1,kawl-kata kacchi biryani house
avlt,swaad pakwaan
g9ot,mummy's food
sxx4,chuijhal restora
b3lj,allah'r dan fastfood center
gma2,radhuni ghor
eefw,chocolate world
qapv,shatkora
i0wh,umsaan's kitchen
vhq8,javed mamar chotpoti
tbbm,voot er bari
bm28,7kora
r2bg,shreya's kitchen
amhh,radhuni
ytdy,robi fastfood corner
fx21,tripti's cuisine
bdqf,meghla kitchen
evef,asian kitchen 5
f893,khalishpur juice corner
dddc,food connect
tadr,roadside khana
z8jk,choi goshto
zrx1,orpa's kitchen
k5rq,tahmin kitchen house
i7ed,gharoa shad
ndd2,halal shahi kacchi ghor
d5jy,hazi biryani ghor
k5he,zaitun sweets 2
ibbx,hotel raju
xuhw,ruchi heaven biryani
iksu,barishal hotel
b9qa,bachelor friends food -
mdiu,boithok khana hotel & restaurant
w5um,kitchen counter
cblb,ss kitchen
du0i,biryani mahal
zpo5,choroivati kitchen
c5qd,mom's love
x3de,new shahi chotpoti
uesx,monnan chotpoti
r8ea,ayma's kitchen
y5go,homemade yummy cake
kss6,panshi restora -
gm56,sumaiya's kitchen
refu,"vojon bari & restaurant (bangla,thai,chinese & sweets)"
vueb,cake pops
yz4p,hot n cool
ep16,zaitun sweets
iamg,kitchen house
rvy4,bismillah chotpoti house
rx6o,daian biryani house
bzqe,order-up mixed food restaurant
bsdq,linda's kitchen
veb8,haji biryani house - patkelghata
n08e,janata mistanno vandar and resturant
t66h,food palace
m1b4,bondhu chotpoti & fuska
evmg,bahari kitchen
vvxu,pengula chinese
s60t,bondhu vojon hotel & restaurant
j80z,hoque hotel & restaurant
czwy,burger xpress
xbpd,kabab ghor -
vbee,bari vai'r vaja (songram hospital)
wh5c,rannaghor
larm,grand hall restaurant & party center
yysb,shanto bhai er chotpoti & fuchka house
yaae,hotel & biryani ghor
omkr,kolkata kacchi biryani
fu3a,allah'r dan biryani house
fbpg,muktijoddha canteen
uu2g,tuba home cuisine
av5l,kitchen arabia
ymag,azain kitchenette
iztj,cafe - mirpur
b9iz,junk cafe
dtwv,food lovers heaven -
tfq0,food gang - ecb
wmh4,sky blue mini chinese restaurant
lwr4,bibidh - mirpur
w7kg,niribili restaurant - mirpur
r3um,burger zone - mirpur
ebmh,shader banjon
yu1i,diggger
bpti,alpona's home kitchen - mirpur
k4aj,pizza loop - mirpur
qy54,burger house - mirpur 10
dlhd,sam's kitchen - mirpur
l230,ifah restora
psb6,rokomari pach
fuaq,hungrella
loil,healthy and yummy
r5zv,haji biriyani & bangla hotel - mirpur
y6b8,sharita's kitchen
q6ze,maalshaa kacchi ghor
nf5z,das cafe
rtwr,la pizza - live on wood fired
e80a,asian kabab& fast food
sp3b,cafe roza
c6on,southern claw
bwls,coco cafe -
rk09,burger point
nvd4,mezban restaurant
yhqq,trisha cake parlour
zncs,sp fast food
wpb6,3 food
yeiu,bhai bhai sweet and food - mirpur
qf4a,sp fast food - mirpur-1
m7oy,plate & plant
kt69,burger mama - mirpur -1
wkb4,al-madina hotel & restaurant--12
g1dn,shewrapara food corner
tuln,hungry man - mirpur
xfg3,friends garden chinese and thai restaurant
ky2f,table top chinese restaurant & party center
e9ze,mithai -
d3tz,mithai -
fdb9,crisp
rt7k,mithai -
vw6m,shawarma damasco
zeh5,pizza burg
z36w,alfresco
qaf9,chaap ghor - uttara
ah0y,asma's kitchen
qnni,tawsin tehari ghor
g487,mom's cuisine restaurant
cyof,burger & doi fuchka
il1d,bento restaurant
qkks,kora fry
ca37,abul baburchir mezban by hexa
u8l4,shang high
i36o,utshob
zrq6,fuchka queen
qhw9,jessore chotpoti - mirpur
notv,yellowknife restaurant
x92x,dream cafe
q1ga,new maloncho restora - kalabagan
k1tz,kabab mein haddi
s62f,kacchi bhoj & juice bar
k38d,banee's creation
tjpy,adarsho cafe noor
scd3,hungry habibi
or4x,check in food
udi5,junan joo catering
i3qc,pizza valley
gxwd,ki moja
xghp,bonni kitchen
jpf1,charleys
rqvo,anika khichuri house -
ywtw,biriyani house ( 1)
njx1,momowala
x0ym,r.m.l kitchen
yvxw,cake topper's bd
cfr5,faruk ghoroa khanapina
l541,biriyani o vorther somahar
ythw,roshai ghar
ktb2,shopnar shopno
wfwp,siddique's kitchen - mirpur
kwhf,rwr kitchen
et9e,cake bazar-mirpur
ildl,mr. food maker -
d7bo,nupur's pitha ghor
et2n,olive restora -
jadc,roshni's spice park
vnvz,mishti mukh doi ghor
qwjx,bhat bhorta ghor -
whye,rinki's kitchen - mirpur
r2hb,murgi jhuri
zfy0,petuk bangalian - mirpur
nm2e,khadiza's kitchen - mirpur
oyzi,meatbox - mirpur
hn3q,chef's madness
mi2u,payra food bank
tlqj,tanha home kitchen
pq1f,momo thrill
uu24,anik home kitchen
br05,star kitchen & bakery -
qkh1,purnata's kitchen
vcws,rose kitchen
dcrg,mexican chow mein
m22q,friends kabab & pizza
lyu7,pizza star - mirpur
j2k7,metro snacks & juice hub
ugq8,terrace view restaurant
lgjy,pizza organica
zumi,muslim sweets & bakery - pabna goli
l37y,poushali restaurant
scsu,miss foodie
cb2s,mad cake - mirpur
scq0,mirpur sub station
dskw,mayer dowa juice bar
iq2d,burger attack - ecb
jtf2,pantoya cake - mirpur
wgpe,meenas food and bbq - kalshi
l2gc,bibi burger
ehoe,yeamin's kitchen - mirpur
rydd,banglar mishti
cvq0,big bang recipes
xwre,mini bengal - mirpur
hbhd,tong lovers
q8k8,boishakhi restora and biryani house - mirpur
xhwl,daniyal food & cafe
l1i5,kb riderz cafe
dkx2,darjeeling momo station bangladesh
tpyu,spice boss -
nspb,hungry eyes
ub1a,da' cantaina cafe
nzgq,hungry habibi chinese restaurant
ei6s,burger boy
qbv9,mary's kitchen house
at6q,kazi sweets house
g854,cup cake - mirpur
p5aq,indian cuisine
zbnd,fatima's kitchen - mirpur 12
ei84,behesti meal
k5sq,steambake kitchen
k9x1,cake world -
inum,the pro kitchen
jlyl,tan's kitchen diary
mczh,faysha's kitchen
b1r1,taste & flavor
elc9,royal dining restaurant
lvov,mahfuza's kitchen - mirpur
bh7c,shopner kitchen -
hhm8,mummy's recipe
pf2x,abs kitchen house
l2fs,the kitchen aroma
b1fq,rina's food corner
ce0u,biryani house - 12
ls8n,brother's kitchen - mirpur
h8mb,pasta samurai - mirpur
uz4i,bhai bhai dosa express - agargaon
bd3p,witty kitty - mirpur
vi5o,kath koyla - mirpur dohs
rb65,ayaan kitchen house
qn6x,mexican burger point
p76e,pizza al piccante - mirpur
rqfr,bengal biryani- mirpur
z1nn,alibaba sweets - 12
mn2n,doner express
r7fe,chap chattor- mirpur
ujin,sirajganj khana pina -
skzw,kababiana- the house of authentic kabab
twlp,chayon food corner
b3io,crazy burger point
adbe,tibetan momos
h7jl,classical kitchen - mirpur
l4dl,rosher fota sweets & bakery
gt6t,herfy
zn42,samia's kitchens - mirpur
ey99,bismillah khati bangla mishti
x8tr,polau kitchen
d7mp,fork & plate - mirpur
z0mx,burger in-law
jj6f,mithai -
jf0s,pizza pocket - 60 feet
f818,pallabi hotel and restaurant
xt3s,the bowl
vay6,pizza pocket - kalabagan
r5kg,kauban
j9f3,caffe 68 -
dxsy,meme cafe
jjjn,cake palace & fast food bd
cq6i,tasty bites
pjx7,pizza del nord- banasree
hayb,bob-best of burger
pjgv,orange cafe
ibeh,khida lagse - mirpur
si02,burger book
k26c,food court - mirpur
w6nf,chadpur motlob restaurant
rsm1,coco cafe
r7hf,pizza heist
vc07,rady to cook by chadni
ek2h,hensia kitchen - mirpur
lyco,jus de fruit - shwapno
pnid,london juice and biryani house - mirpur
zsd6,taste-mirpur
j2sw,runa's fast food
oqxj,my tea and snacks
b1ri,just cake things - gulshan
feol,amader bhubon
iqni,burger haile aaiun
afvy,grabit catering
zuz3,kebab shohor
vnk9,biryani attack-
kb8o,mm’s homemade delights
r3bx,sks kitchen - mirpur
zcpa,bismillah kitchen-
janc,narail food-
wwaf,sujan's home cooking
is5b,pizza circle
g3ja,t&c lounge
huju,aisha's cooking -
j84f,food house - mirpur
znk8,the pizza station
oq2u,lahoreen kebab jeez & nehari
gtdd,pithapuli restaurant
r2ym,al baraka hotel & restaurant
l90t,kashmiri kitchen - mirpur
iqew,anas cook house
b82z,frypan
wgag,the golden sun chinese restaurant and party center -2
ch99,nanna biryani - shewrapara
hhjs,five star restaurant - mirpur
oqvy,titli’s tummy full kitchen
k3qb,roha homemade foods
xs85,ayan homemade restaurant - mirpur
v0ke,nabila's la cucina
zc9l,food fair - mirpur
p1wq,faming aiming foods - mirpur
puyu,lunch box - mirpur
l3mk,smash'd
d0qz,ali chaap kabab ghor
h4ej,cooking closet - mirpur
dz5b,arabiya kitchen
mcuh,momo house
oqdo,burger lovers- mirpur
uv49,city fast food - mirpur
quop,biryani station
f9d2,the dining table
bu48,cafe food island- kazipara
x4bv,tahsin fast food
xhfr,special mishti bari - mirpur 10
c499,momo bistro
p4yv,tokyo diner
fx7g,food heaven -
ok96,bismillah food & store
vqga,twins kitchen - mirpur
ozz0,lunch time - mirpur
jate,deshi kitchen - mirpur
jq80,savory food - mirpur
ob91,coffee time - chain
x1bn,inside
qf9f,chaap shamlao-
zmd9,foodbox
ruts,pizza cafe rupnagar branch
qtz4,b.j cafe & restaurant
ga4q,rizwan restaurant homemade
par0,kkc - kacchi kebab e crush
b5ma,burger factory
ebfp,perfect eat
f6fr,hungry tummy
ae61,burgeriest
wkvf,queen's burger- mirpur
qco1,al sahaba hotel and restaurant
c0yp,ghoroa bhorta bhaji package
z6mn,kashfia homemade love
e3td,hang 10 burgers & food chapter
r8kf,fillers -
gvjw,3 star cake
v5wg,tasnim restora
krd3,bongusta food
g8qh,tasmia kebab house
d5rm,love queen
lqm6,ak food point -
f1sh,burger badshah
u991,comic cafe -
ohoz,sunmoon kitchen and restaurant
j4dh,cake gallery
l4hw,third bell frozen house
xutn,papia foods corner -
qvkc,feel hungry
zp2n,khandaan's kitchen
pixy,tiffin station
q19l,khichuri house -
a7f4,crab masala bd
o3h3,taste hub - mirpur
c6xq,tania's kitchen -
sble,shampa'r ranna ghor
eguz,cheez point
pp8q,tanvir's kitchen- badda
t61i,jannat's baking zone
mwzu,sf catering
qf3o,epytoast
gsfr,mama biryani de - mirpur
xgoh,estar food express
sfae,cafe fiesta - mirpur
u6i7,premier catering - mirpur
osk7,chettri’s home kitchen
lgoa,fry frenzy
azzf,the foodies -
vrvt,shera shaad biriyani ghor
ky18,arts of cakes
wkpw,haque kitchen
nvrl,noodle nest
dx4o,tuyee's kitchen
bd1z,gluttony bd
px0j,dream nest
t65a,friend's kitchen -
mg6r,kim chi korean food
biny,foodxilla
e0mi,beans'n dreams
as7i,pizza city
ucy4,new bismillah kebab ghor
k7h6,mr. chef food station -
rcn0,aat - tayyibaat
okrh,mister kitchen
q0sy,cox's bazar fuchka mela -2
f6uy,evening firefly cafe and restaurant
drqs,charcoal
lx5k,narrow's kitchen
r3pc,pfg (processed food gallery)
uzof,bogura doi bazar
rf1t,petuk er asthana - mirpur
l9i5,eat oye - 12
ff7q,joey's - mirpur
gv6x,south bengal hotel & restaurant
r6cv,snacks bar - mirpur 2
bycj,kawsar juice point - kafrul
z6do,special bangla food
nwtf,rion's mamma's food express
kjh4,alamin's kitchen - mirpur
uzpb,alfredough
hbk7,perfect cooking
jon1,ruen busaba
ym52,momo see
knx8,cha adda with h3 burger
nij5,royal cafe experience
f9bh,khulnar chuijhal restaurant
m5yt,hangout palace - mirpur
kmjl,pleasant food -
xbvu,spicy & yummy
w4ac,nabiha's rosoighor
f6i8,iyana's live kitchen
dk5x,sohan backed for good
jgxz,pizzeria la juicy
bebt,16 ana - north shahjahanpur
a1e9,tasmiya bhojon bilash
mrvd,buriganga riverview restaurant
agnk,durus
h0jy,food engineering - pallabi
iier,iya adda
q09z,waffle zone - ecb
m12r,raju five star
ym4y,sugar thoughts
uz5z,the decaf
eu1z,bhuiya shahi kebab
qhuk,snackers - mirpur
i7kp,saiful's hot cake
h4bz,house of dishes
g7pd,chef station
i1yb,foodani fastfood & restaurant
egne,osshya ghor
w3af,ghoroa biryani - badda
ah3f,vinno shaad
fjjh,smokey - mirpur
whvw,sadia's home kitchen
ds5c,faysal hotel
vr6n,jazakallah restaurant
k7g9,molla bhaier bhaat er hotel
tyw4,kasfiya's dessert zone
bojf,kacchi mastana - kallyanpur
pi05,mash kitchen
paj8,naga fuchka
msp8,pizza wow
vgv0,food rail
ahpr,dukes table
i9vp,kitchen doctor
zvyc,order cz it's easy
bhfa,0709 food club - kalshi
yknj,savor food - mirpur
pjxf,pach bhai biryani & shawarma
xp2r,fresh food - -12
tce4,chomp
iwh6,bangla kitchen -
xiwv,green bangla hotel and restaurant
nrox,souvlaki
mciq,arafat tehari ghar
gsdp,najmun kitchen
vlx4,pizza zone - mirpur
ocgt,rolling bread
hja5,fm cakes & pastry
dsyc,shonali's ranna ghor
uj2x,golden juice bar
pilw,pizzarium
n3yv,biryani - mirpur
wf2b,foodimood
oy8k,fancy cafe & restaurant
xjio,akhir hashel
v863,ozil's cafe & resto
cq9f,tea amo coffee & juice
n1tb,kacchi mama shada bhaat restora
ghp4,0709 food club - taltola
v3vy,snackspack
it6c,prima's cooking tube - mirpur
m8jv,minu dim chaap - 2
diz3,pizza bhai
gmat,malayka fast and fresh food restaurant
ocjn,food five star
b0xy,meherun food's
g7yp,sumaiyas kitchen - mirpur
tpkv,delicious food -
omej,nawabi cuisine
gl1u,chapai special
yr8j,homemade tatka food
vr2n,biryani house - mirpur
mp7i,mr. chef dosa station -
ily0,pizza town - banani
oxto,the pizza live- mirpur
ya2k,bismillah kebab ghor -2
rf4f,yakuza
yv88,king of cafe
paop,cafe retro
vjhl,momo hunger
oq74,panshi restaurant - mirpur
o8gh,food attack
p9ju,aus cafe
zrau,marigold restaurant
x1dp,chashir hashi - mirpur
r873,mariam kitchen
a1az,tahsin's food corner -
nffx,european lounge bd
xtim,fresh home made
iwvh,jhinuker roshuighor
eh4l,gj budget food
bgvz,food and mood
uo1c,khushboo
j03w,foodia
s7ck,relax cafe & food -
eezy,christy's kitchen
b7nb,wish food
expp,khuub khacchi
jkbp,mad chicken - mirpur 10
uiym,eat & meet - bashundhara
mlcp,kacchi lon - ecb
k2lj,tawhid food corner
lnuw,swad kitchen
ezy1,maharaja
t90o,taste of 'ur -
z23y,crêpe out
wv1n,oh waffles
iqvf,jungle
mi9v,waffle square
lzc2,the catering company
qa0t,right to bite
a6o0,choco crimson
kbz2,the invite - - 12
kif5,tahmid chicken momo house
m4sd,burger treat and coffee shop
fvqp,tj rolls
a7sx,sumiya muslim sweets & bakery
bv80,aamej - mirpur
ndvr,second wife cafe
h4co,cakes & cookies
d3qc,just cake things -
p3r0,cake story's
qove,niyamot chotpoti & fuchka house
chi9,sky blue fast food
ybxs,premium pizza - mirpur
gvkn,italian burg
cdwj,pizza virus
e4g3,persian food
l7h9,cake story's
u5y9,burger pops
aivv,cake story's
z6ny,best kitchen restaurant
z3tj,pizzan
yin6,cake storys - mirpur
g2xh,taste a piece
od61,cake story's
vcit,cake story's
yppj,cake story's
bsnu,rosemary lounge
a81b,cake story's
wbk0,silver spoon - mirpur
e8cj,pizza hunt
cl1a,hamza food city
yag3,khai dai
e3xp,jessore & norail fuchka house
frqo,mezban bari -
yzda,cafe gusto -
k59t,box burger
o58p,sunami thai chinese and restaurant
i723,tea leaf juice bar
oe3i,sourov's kitchen
i9qd,kebab er adda restaurant
c3n2,ponir restaurant
pu5i,zaien special faluda house
el4t,cake delight -
x4n8,natasha's dine
ql1d,food river - mirpur
cjw5,owl's hotpot
xvrl,mind unbound
oc20,sm cookbook
h5s6,sadher ranna kitchen - kazipara
y5ps,burger blast - mirpur
kgan,chefs dine - mirpur
z2rn,food mechanics
i0iq,pickles - mirpur
m481,tanjila's kitchen - mirpur
i8ya,grill avenue
chv0,cafe g - mirpur
rfy3,tasty monk
p52m,cook o' holic
baso,food master - mirpur
fhtz,perfect food corner - mirpur
ukgy,d kitchen
j6gb,maryam's kitchen
i2dp,pickles - mirpur 12
a6ss,chef's of bengal - mirpur
b9i4,cooking house - mirpur
i4hl,cake factory
ocv0,j n j dream cafe
leja,adana kebab & chinese restaurant
kq9v,food factor - mirpur
wfkn,rizik - mirpur
i7lp,jol khabar - mirpur
ruxs,food corner kitchen - mirpur
agtl,burger point-ahmed nagar
tarm,food freelance
wyrr,spice & dine
ke38,perfect home kitchen- mirpur
cwha,salma kitchen - mirpur
cuse,backbencher fast food and restaurant
yahx,leopard foods - mirpur
toht,shakur's biryani house
dvjc,food castle - mirpur 2
vn51,dadir haater chowoa
h4g1,clinton's dine
roug,juice up cafe
x5w0,abar khabo - mirpur
y876,cafe chamberlain
fv4w,r.f.c restaurant
ilnr,salman biryani house
nayw,shahi biriyani house- rupnagar
bcee,food factory - mirpur
htjn,khana pina restaurant
xwyu,protiva kitchen - mirpur
ivx8,food shop bd
ojui,t-valley
d433,new burger hut
z7tc,foody hut
df08,the hub rooftop restaurant
l5lv,cake'n'bake - mirpur
h6vn,cafe restora
drgx,ahare tripti - mirpur
q9me,foodix
uvlj,salt n pepper - mirpur
h1xp,classmate cafe
xd7e,smarticus restaurant
zea9,ayman kichen
od9b,bite station
cz22,muslim sweets and bakery
rfnt,nusrat kitchen - mirpur
rlbc,3 sister's kitchen - mirpur
idjm,waffy
orqw,dreamy delights bd
ep08,fancy fatman
qk6a,sun busket
im76,chai wala food court -
lxq2,tarema kitchen
fteq,cake storys - mirpur
h18l,food king - kalshi
af3n,cafe mirchi
dznb,red beans - mirpur
s8a4,bz kitchen
ldh1,hashel ghor
o2ut,bhagyakul biryani house - kafrul
u20s,shadhin restaurant and fast food -shahbagh
b0f4,delhi darbar
icj5,capawcino cat cafe - bashundhara
nr0j,mom's kitchen - shewrapara
ilzd,peri peri world - chain
g34q,new jhauban restora
pjzx,ahar restaurant- 60 ft.
e60n,delhi darbar
f0y2,friendship chotpoti & fuchka
if2x,master’s cafe & juice bar
egaf,cafe twisted burg
c3fh,food carnival - mirpur
lkca,vip's restaurant
wxjn,babu khaiso
eipf,sabiha biryani house
h9qi,maa biryani house - mirpur 11
x92n,alvi fuchka and chotpoti
fzjf,food masti - mirpur
swvr,hello burger -
vn0q,abbas hotel
k3vq,food chapter 2.0
hcnt,hello cha -
y9ip,maa biryani house - 2
rrob,kader chinese & restaurant
rsq2,kabita's kitchen - mirpur
l4tl,food divine - ecb
h0el,ruma's home made pickles
mf0u,chef station - mirpur-10
lebn,saida kitchen
y7ny,narail & jessore fuchka
oc8w,tok jhaal mishti - moghbazar
po9i,yeama's kitchen
ngtp,sylvie's kitchen
h14w,pizza dot house - mirpur
bit0,anu bhaier ghoroa kebab ghor
s03l,shilpa's kitchen-pallabi
gela,the crazy chef -
jdu8,ilish bari
syxw,ganache pastry and food station - ecb
d0ef,lecker - mirpur 14
xc19,farin's kitchen - mirpur
xvzj,bon-appetit- idb
ilva,mishir mix
psd9,hungry helpers
ri2b,bely kitchen
uyvy,delicious pizza mama
qv72,nakshi catering - agargaon
j016,bailey pitha ghor - bashundhara
efq4,kazi kacchi ghor -
w2oh,kacha lanka restaurant & biryani house -
u2j4,pizza parlour -
dwbs,la nui bengali
j9xa,raj darbar
sw2d,the golden star chinese restaurant
q9c6,jaber plus hot cake
c2he,faruk hotel-
zfsb,rajdhani hotel - gulistan
vnem,bismillah food fantasy
efaa,sfc food -
df0l,food ranger -
dq1v,hingsro burger
pntx,the burger palace -
zdji,muslim sweets and bakery - ahmed nagar
ruub,caters co. - kalshi
s3g3,chef master - kalshi
fwth,cuisine raindrops
k2yz,ghoroa ranna with bhorta bhaji mela
ysr5,little chef home kitchen
bk19,amar rannnagor bd
ovfd,taste the fast food
ouyt,nisha kitchen house
uag3,dolena's dine
z1yq,suptir roshoi khana
tf5u,7 star cake house
o5j2,hafsa cake world
g3ek,papri kitchen house
ngdh,restro
oqy6,rokomari khabar
zuhn,pizza baba
miqf,beauty's kitchen
e4ub,sn's dine-
pdlg,shad catering -
qnh1,bangali kitchen - mirpur
pfol,zakia's kitchen - mirpur
o2o6,red chilli - mirpur
m6e6,ranna banna by salma
ho71,hotel one star
j1qr,cheese fest
k4nb,jhaker restaurant & kabab ghor
hfvl,iya biriyani
zqkx,amish proteen - ecb chattar
czae,fire & forks
k9ls,food court-kazipara
qq1s,al madina hotel and restaurant -pallabi
y1bm,burger hut bd-2
kavp,muslim sweets & bakery - mirpur
y7kr,chaer adda -2
lvlv,sharmin's kitchen - pirerbag
v4ll,nazifa food zone
dn9t,mishti mithai home kitchen
ep7n,cafe selfie - mirpur
gle9,burger chef - pirerbagh
r3ci,rafaz food (feel the bite)
as1o,the cafe alnqa-lahab
i8cs,rajdhani biryani house - 3
pud4,gaggan chayer adda
vucg,al-falaq lounge
xjh6,bismillah hotel & restaurant - mirpur
k5ja,the paradise
sqce,farmers choice - mirpur
d8k6,dynamic home kitchen
pice,aroma place kitchen
rt45,pizzaria - mirpur
doa6,the bengali feast kitchen
vwxm,tastiest corner
lic7,ayra's kitchen- paikpara
mwau,bachelors friendly kitchen
qdiy,since 1996
c0p0,food gang - ecb
